_gddid,pubname,publisher,title,doi,coverDate,URL,authors,highlight,hits,keywords,location,keyword
5750ecd9cf58f1b8cc00d4b3,Canadian Journal of Earth Sciences,Canadian Science Publishing,Nd–Sr isotopic constraints on the interactions of the Intermontane Superterrane with the western edge of North America in the southern Canadian Cordillera,10.1139/e95-136,October 1995,http://www.nrcresearchpress.com/doi/abs/10.1139/e95-136,"Ghosh, Dipak K.","[' in the Paleozoic oceanic crust of Quesnellia (E,, = +2.9 to +9.3) prior to its obduction over', ', and early Tertiary), the granitoids from western Quesnellia show primitive isotopic compositions', ', and those from eastern Quesnellia show eastward-increasing crust-contaminated compositions. The contaminated', ' characters of the Middle-Late Jurassic (180- 150 Ma) granitoids from eastern Quesnellia (rNd= +2.8', ' to -9.1; 87Sr/86Sr= 0.7041-0.7083) suggest that by 180 Ma, the eastern part of Quesnellia obducted']",5,,Quesnellia,amphibolite
620e3ea2ad0e9c819b0b7cc6,,Geoarchive,NI 43-101 Technical Report for the Biricu Project in North America dated 2014,,2014,https://www.zotero.org/groups/4530692/items/7HDVTNTB,,"[' in the intrusive and adjacent Mezcala hornfels host  Leopold J. Lindinger, P.Geo. 680 Dairy Road, Kamloops', ' skarn and/or hornfels often with accompanying anomalous gold-arsenic values. Also discovered', ' have hornfelsed the surrounding clastic sediments into biotite and diopsidic hornfels and minor', ' the intrusives and hornfels. Disseminated pyrite is often present in the intrusives. At Los Filos', ' in Quesnellia. COMMENTS: Most Au skarns throughout the world are calcic and are associated with island arc']",5,,Quesnellia,hornfel
620ec50bad0e9c819b0ed7c8,,Geoarchive,NI 43-101 Technical Report for the Molly Gibson Project in Canada dated 2018,,2018,https://www.zotero.org/groups/4530692/items/RCHKVQUW,,"[' Quesnellia, a terrane which accreted to North America during the mid-Jurassic. Proterozoic', ' lime hornfels. North of Mollie Creek, well bedded argillaceous limestone dominates the limestone', ' limestone and lime hornfels units dominate, again with lesser coarsely crystalline marble. In this area', ' massive to thinly bedded hornfels, which contains disseminations and stringers of pyrite and pyrrhotite', '/t Ag, 11.8% Pb and 12.5% Zn, with anomalous As and Sb. A sample of rusty hornfels nearby assayed']",5,,Quesnellia,hornfel
620d525aad0e9c819b079c31,,Geoarchive,NI 43-101 Technical Report for the Mount Thomlinson Project in North America dated 2007,,2007,https://www.zotero.org/groups/4530692/items/388BRKXN,,"[', and Quesnellia terrains.  Molystar Resources Inc., Vancouver BC. Mount Thomlinson Project. Omineca Mining', ' molybdenite and scheelite. Mineralization also extends into the hornfels zone, which is up to 300', ' intrude the hornfels and quartz diorite. Silicification, together with kaolinitic, chloritic', '  stockwork, quartz veins  A. bi hornfels + skarn B. 1. K-fs, bi silic 2. qz, ab, ep 3. py halo  1. qz, po', ', quartz veins  A. bi hornfels B. 1. inner K-fs, bi 2. peripheral ser, py  1. barren qz 2. qz, mo (py) 3']",5,,Quesnellia,hornfel
620cf21cad0e9c819b0504e8,,Geoarchive,NI 43-101 Technical Report for the Stardust Project in North America dated 2018,,2018,https://www.zotero.org/groups/4530692/items/XMASSMXJ,,"[' hornfels and skarn increases towards the stock (Evans, 1998). Some of the intrusive phases contain', ', is highly variable in type and in scale. The major alteration types are: 1. Skarnoid or hornfels', ' typically forms from a limestone or shaly limestone precursor, whereas hornfels forms from shale', ' or limy shale precursors. Hornfels and skarnoid commonly develop in the thermal aureole around', ' events. Hornfels mineralogy may be zoned with respect to the thermal center, commonly with pyroxenes']",5,,Quesnellia,hornfel
620d525aad0e9c819b079c3b,,Geoarchive,NI 43-101 Technical Report for the Copper Mountain Project in North America dated 2009,,2009,https://www.zotero.org/groups/4530692/items/78IVV4QP,,"[' is part of a northerly trending Mesozoic tectonostratigraphic terrane termed Quesnellia, composed', ', oceanic sedimentary-volcanic complex (Harper Ranch and Okanogan sub-terranes). Quesnellia was formed off', ' America in late Mesozoic times (Monger et al., 1992). The principle rock formation of Quesnellia', ' at Copper Mountain is a hornfels produced within the volcanic rocks adjacent to the Copper Mountain', ' Stock. The hornfels appears to affect only the intermediate to mafic volcanic flows and pyroclastic']",5,,Quesnellia,hornfel
620c0472ad0e9c819b01e9df,,Geoarchive,NI 43-101 Technical Report for the Stardust Project in Canada dated 2021,,2021,https://www.zotero.org/groups/4530692/items/UEHQ3M8I,,"[' and the Quesnellia Terrane, which includes and Jurassic Hogem Batholith and Triassic-Jurassic Takla rocks', ' and the Quesnellia Terrane, which includes and Jurassic Hogem Batholith and Triassic-Jurassic Takla', ' of Biotite hornfels and skarn increases towards the stock (Evans, 1998) within the Canyon Creek Skarn Zone', ' and in scale. The major alteration types are: 1. Skarnoid or hornfels: These are typically very fine', ' or shaly limestone precursor, whereas hornfels forms from shale or limy shale precursors. Hornfels']",5,,Quesnellia,hornfel
620cf21dad0e9c819b050520,,Geoarchive,NI 43-101 Technical Report for the Toodoggone Region Project in North America dated 2004,,2004,https://www.zotero.org/groups/4530692/items/5G8SX7SI,,"['. In Pennsylvanian time the older parts of the Stikinia-Quesnellia arc, i.e. the Stikine Assemblage including', '). The Stikinia-Quesnellia island arc continued to form offshore of North America with ongoing subduction', ' Creek terrane. The Stikinia-Quesnellia arc and subduction zones continued to form in Early to mid', '-Quesnellia arc, granitic plutons coeval with 21   Hazelton volcanic rocks were emplaced as the initial', ' and metasomatism, to hornfels, garnet-biotite-muscovite schist, calc-silicate hornfels and skarn. 33']",5,,Quesnellia,hornfel
620db66dad0e9c819b097cf4,,Geoarchive,NI 43-101 Technical Report for the Jesse Creek Project in North America dated 2012,,2012,https://www.zotero.org/groups/4530692/items/A27A3GNN,,"[' to monzodioritic to dioritic intrusions have been thermal metamorphosed and/or metasomatized to hornfels', ' the Intermontane Belt, part of Quesnellia, which is juxtaposed to the east against the metamorphic rocks', ' intrusions have been thermal metamorphosed and/or metasomatized to hornfels or local epidote-calcite', ' zones of calc-silicate hornfels with pyrrhotite and minor chalcopyrite were intersected in Hole 95-4', ' averaging 0.35% copper and anomalous gold (22ppb). Wide zones of calc-silicate hornfels with pyrrhotite']",5,,Quesnellia,hornfel
5eefa741a58f1dfd5209b520,Economic Geology,EconomicGeology,"The Red Chris Porphyry Copper-Gold Deposit, Northern British Columbia, Canada: Igneous Phases, Alteration, and Controls of Mineralization",10.2113/econgeo.110.4.857,2015 06,https://pubs.geoscienceworld.org/economicgeology/article/110/4/857-888/128728,"Rees, C.; Riedell, K. B.; Proffett, J. M.; Macpherson, J.; Robertson, S.","[' hornfels are entrapped within the stock. Minor postmineral, weakly altered mafic dikes cut the stock', ' predominantly of the accreted Stikinia and Quesnellia island-arc terranes. These formed in the late', '), highlighting the Stikinia (ST) and Quesnellia (QN) island-arc terranes of the Intermontane belt, west', ' chocolate-brown quartz-biotite-K feldspar hornfels (Fig. 6A). Clots of fine biotite impart the brown color', '. Gray to tan siliceous hornfels replaces siltstones and sandstones. The upper subunit is exposed']",5,,Quesnellia,hornfel
620d525bad0e9c819b079d32,,Geoarchive,NI 43-101 Technical Report for the Copper Mountain Project in North America dated 2007,,2007,https://www.zotero.org/groups/4530692/items/MS7PSD2U,,"['-gold camp is part of a northerly trending Mesozoic tectonostratigraphic terrane termed Quesnellia', '). Quesnellia was formed off-shore to the southwest of continental North America and accreted, with other', ' of Quesnellia is the Late Triassic Nicola Group, a predominately subaqueous island-arc assemblage', ' at Copper Mountain. The earliest alteration assemblage at Copper Mountain is a hornfels produced within', ' the volcanic rocks adjacent to the Copper Mountain Stock. The hornfels appears to affect only']",5,,Quesnellia,hornfel
620cf21bad0e9c819b050370,,Geoarchive,NI 43-101 Technical Report for the Copper Mountain Project in North America dated 2007,,2007,https://www.zotero.org/groups/4530692/items/F6X9AFRW,,"[' Quesnellia, composed of a volcanic arc with overlying sedimentary sequences, all of which were', '). Quesnellia was formed off-shore to the southwest of continental North America and accreted', ' formation of Quesnellia is the Late Triassic Nicola Group, a predominately subaqueous island-arc', ' Mountain. The earliest alteration assemblage at Copper Mountain is a hornfels produced within', ' the volcanic rocks adjacent to the Copper Mountain Stock. The hornfels appears to affect only']",5,,Quesnellia,hornfel
620cf21bad0e9c819b050345,,Geoarchive,NI 43-101 Technical Report for the Copper Mountain Project in North America dated 2007,,2007,https://www.zotero.org/groups/4530692/items/FMXCPVVC,,"[' tectonostratigraphic terrane termed Quesnellia, composed of a volcanic arc with overlying   9 sedimentary', ' Ranch and Okanogan sub-terranes). Quesnellia was formed off-shore to the southwest of continental North', '., 1992). The principle rock formation of Quesnellia is the Late Triassic Nicola Group', ' at Copper Mountain is a hornfels produced within the volcanic rocks adjacent to the Copper Mountain', ' Stock. The hornfels appears to affect only the intermediate to mafic volcanic flows and pyroclastic']",5,,Quesnellia,hornfel
